time,price
2022-05-16T21:12:36.808661,7
2022-05-16T21:12:47.233280,7
2022-05-16T21:12:57.705606,7
2022-05-16T21:13:08.078811,7
2022-05-16T21:13:18.466425,7
2022-05-16T21:13:29.052730,7
2022-05-16T21:13:39.545237,7
2022-05-16T21:13:49.960642,7
2022-05-16T21:14:00.401843,7
2022-05-16T21:14:10.766440,7
2022-05-16T21:14:21.197885,7
2022-05-16T21:14:31.597520,7
2022-05-16T21:14:41.946453,7
2022-05-16T21:14:52.321752,7
2022-05-16T21:15:02.580026,7
2022-05-16T21:15:12.831352,7
2022-05-16T21:15:23.234460,7
2022-05-16T21:15:33.631688,7
2022-05-16T21:15:44.082629,7
2022-05-16T21:15:54.361902,7
2022-05-16T21:16:04.612237,7
2022-05-16T21:16:14.908058,7
2022-05-16T21:16:25.277708,7
2022-05-16T21:16:35.755503,7
2022-05-16T21:16:46.047589,7
2022-05-16T21:16:56.331821,7
2022-05-16T21:17:06.762587,7
2022-05-16T21:17:17.061888,7
2022-05-16T21:17:27.385176,7
2022-05-16T21:17:37.710252,7
2022-05-16T21:17:47.946362,7
2022-05-16T21:17:58.367491,7
2022-05-16T21:18:08.593624,7
2022-05-16T21:18:18.836350,7
2022-05-16T21:18:29.242544,7
2022-05-16T21:18:39.725029,7
2022-05-16T21:18:50.257210,7
2022-05-16T21:19:00.725869,7
2022-05-16T21:19:11.009875,7
2022-05-16T21:19:21.497681,7
2022-05-16T21:19:31.851914,7
2022-05-16T21:19:42.163046,7
2022-05-16T21:19:52.659337,7
2022-05-16T21:20:03.023810,7
2022-05-16T21:20:13.489149,7
2022-05-16T21:20:23.835790,7
2022-05-16T21:20:34.323185,7
2022-05-16T21:20:44.800283,7
2022-05-16T21:20:55.221293,7
2022-05-16T21:21:05.688779,7
2022-05-16T21:21:16.145506,7
2022-05-16T21:21:26.468751,7
2022-05-16T21:21:36.881507,7
2022-05-16T21:21:47.281036,7
2022-05-16T21:21:57.772730,7
2022-05-16T21:22:08.230840,7
2022-05-16T21:22:18.668033,7
2022-05-16T21:22:29.162981,7
2022-05-16T21:22:39.461336,7
2022-05-16T21:22:49.804428,7
2022-05-16T21:23:00.354214,7
2022-05-16T21:23:10.886665,7
2022-05-16T21:23:21.296594,7
2022-05-16T21:23:31.618313,7
2022-05-16T21:23:42.003240,7
2022-05-16T21:23:52.449091,7
2022-05-16T21:24:02.937549,7
2022-05-16T21:24:13.367910,7
2022-05-16T21:24:23.857227,7
2022-05-16T21:24:34.277757,7
2022-05-16T21:24:44.763775,7
2022-05-16T21:24:55.225576,7
2022-05-16T21:25:05.598140,7
2022-05-16T21:25:16.036090,7
2022-05-16T21:25:26.520187,7
2022-05-16T21:25:36.984606,7
2022-05-16T21:25:47.449784,7
2022-05-16T21:25:57.934258,7
2022-05-16T21:26:08.386502,7
2022-05-16T21:26:18.835696,7
2022-05-16T21:26:29.296677,7
2022-05-16T21:26:39.751149,7
2022-05-16T21:26:50.190661,7
2022-05-16T21:27:00.668452,7
2022-05-16T21:27:11.139570,7
2022-05-16T21:27:21.628483,7
2022-05-16T21:27:32.103460,7
2022-05-16T21:27:42.572589,7
2022-05-16T21:27:53.022850,7
2022-05-16T21:28:03.458264,7
2022-05-16T21:28:13.868169,7
2022-05-16T21:28:24.328739,7
2022-05-16T21:28:34.768492,7
2022-05-16T21:28:45.237455,7
2022-05-16T21:28:55.741229,7
2022-05-16T21:29:06.155922,7
2022-05-16T21:29:16.548134,7
2022-05-16T21:29:26.916585,7
2022-05-16T21:29:37.389195,7
2022-05-16T21:29:47.860281,7
2022-05-16T21:29:58.286416,7
2022-05-16T21:30:08.532578,7
2022-05-16T21:30:18.780423,7
2022-05-16T21:30:29.262706,7
2022-05-16T21:30:39.755415,7
2022-05-16T21:30:50.239435,7
2022-05-16T21:31:00.714733,7
2022-05-16T21:31:11.196235,7
2022-05-16T21:31:21.690302,7
2022-05-16T21:31:32.135636,7
2022-05-16T21:31:42.557397,7
2022-05-16T21:31:53.013709,7
2022-05-16T21:32:03.480962,7
2022-05-16T21:32:13.850314,7
2022-05-16T21:32:24.242121,7
2022-05-16T21:32:34.737885,7
2022-05-16T21:32:45.218894,7
2022-05-16T21:32:55.599009,7
2022-05-16T21:33:06.065709,7
2022-05-16T21:33:16.554387,7
2022-05-16T21:33:27.033084,7
2022-05-16T21:33:37.408115,7
2022-05-16T21:33:47.871730,7
2022-05-16T21:33:58.301423,7
2022-05-16T21:34:08.795999,7
2022-05-16T21:34:19.880522,7
2022-05-16T21:34:30.369239,7
2022-05-16T21:34:40.852736,7
2022-05-16T21:34:51.321556,7
2022-05-16T21:35:01.750174,7
2022-05-16T21:35:12.117432,7
2022-05-16T21:35:22.610621,7
2022-05-16T21:35:33.163729,7
2022-05-16T21:35:43.537189,7
2022-05-16T21:35:54.000739,7
2022-05-16T21:36:04.437583,7
2022-05-16T21:36:14.899283,7
2022-05-16T21:36:25.336184,7
2022-05-16T21:36:35.802056,7
2022-05-16T21:36:46.301887,7
2022-05-16T21:36:56.733756,7
2022-05-16T21:37:07.155593,7
2022-05-16T21:37:17.630657,7
2022-05-16T21:37:28.084962,7
2022-05-16T21:37:38.512059,7
2022-05-16T21:37:49.016294,7
2022-05-16T21:37:59.472064,7
2022-05-16T21:38:09.906539,7
2022-05-16T21:38:20.253664,7
2022-05-16T21:38:30.760476,7
2022-05-16T21:38:41.312664,7
2022-05-16T21:38:51.733564,7
2022-05-16T21:39:02.123147,7
2022-05-16T21:39:12.541156,7
2022-05-16T21:39:22.976311,7
2022-05-16T21:39:33.432606,7
2022-05-16T21:39:43.878161,7
2022-05-16T21:39:54.269431,7
2022-05-16T21:40:04.747331,7
2022-05-16T21:40:15.089938,7
2022-05-16T21:40:25.585609,7
2022-05-16T21:40:35.964259,7
2022-05-16T21:40:46.357332,7
2022-05-16T21:40:56.807177,7
2022-05-16T21:41:07.270375,7
2022-05-16T21:41:20.777377,7
2022-05-16T21:41:31.280012,7
2022-05-16T21:41:41.779231,7
2022-05-16T21:41:52.190509,7
2022-05-16T21:42:02.642411,7
2022-05-16T21:42:13.155696,7
2022-05-16T21:42:23.642274,7
2022-05-16T21:42:34.097782,7
2022-05-16T21:42:44.582248,7
2022-05-16T21:42:54.973732,7
2022-05-16T21:43:05.417325,7
2022-05-16T21:43:15.882643,7
2022-05-16T21:43:26.358255,7
2022-05-16T21:43:37.047295,7
2022-05-16T21:43:47.514249,7
2022-05-16T21:43:57.913628,7
2022-05-16T21:44:08.378363,7
2022-05-16T21:44:18.858100,7
2022-05-16T21:44:29.336181,7
2022-05-16T21:44:39.804995,7
2022-05-16T21:44:50.289022,7
2022-05-16T21:45:00.765699,7
2022-05-16T21:45:11.235779,7
2022-05-16T21:45:21.812507,7
2022-05-16T21:45:32.247395,7
2022-05-16T21:45:42.738732,7
2022-05-16T21:45:53.243819,7
2022-05-16T21:46:03.733041,7
2022-05-16T21:46:14.212665,7
2022-05-16T21:46:24.700658,7
2022-05-16T21:46:35.211248,7
2022-05-16T21:46:45.686682,7
2022-05-16T21:46:56.210769,7
2022-05-16T21:47:06.718586,7
2022-05-16T21:47:20.815117,7
2022-05-16T21:47:31.248326,7
2022-05-16T21:47:41.736246,7
2022-05-16T21:47:52.224038,7
2022-05-16T21:48:02.717570,7
2022-05-16T21:48:13.234976,7
2022-05-16T21:48:23.692394,7
2022-05-16T21:48:34.183830,7
2022-05-16T21:48:44.651733,7
2022-05-16T21:48:55.077539,7
2022-05-16T21:49:05.723995,7
2022-05-16T21:49:16.238744,7
2022-05-16T21:49:26.714248,7
2022-05-16T21:49:37.200307,7
2022-05-16T21:49:47.665488,7
2022-05-16T21:49:58.147943,7
2022-05-16T21:50:08.616119,7
2022-05-16T21:50:19.026001,7
2022-05-16T21:50:29.462251,7
2022-05-16T21:50:39.939462,7
2022-05-16T21:50:50.410852,7
2022-05-16T21:51:00.865807,7
2022-05-16T21:51:11.324890,7
2022-05-16T21:51:21.811948,7
2022-05-16T21:51:32.289167,7
2022-05-16T21:51:42.712682,7
2022-05-16T21:51:53.186603,7
2022-05-16T21:52:03.958800,7
2022-05-16T21:52:14.394132,7
2022-05-16T21:52:24.822207,7
2022-05-16T21:52:35.598951,7
2022-05-16T21:52:46.056573,7
2022-05-16T21:52:56.538474,7
2022-05-16T21:53:06.984599,7
2022-05-16T21:53:20.573348,7
2022-05-16T21:53:31.062665,7
2022-05-16T21:53:41.559813,7
2022-05-16T21:53:52.014800,7
2022-05-16T21:54:02.541629,7
2022-05-16T21:54:13.022937,7
2022-05-16T21:54:23.522249,7
2022-05-16T21:54:34.076584,7
2022-05-16T21:54:44.538254,7
2022-05-16T21:54:55.022039,7
2022-05-16T21:55:05.501586,7
2022-05-16T21:55:16.268598,7
2022-05-16T21:55:26.762683,7
2022-05-16T21:55:37.289563,7
2022-05-16T21:55:47.751471,7
2022-05-16T21:55:58.257815,7
2022-05-16T21:56:08.720307,7
2022-05-16T21:56:19.065696,7
2022-05-16T21:56:29.469860,7
2022-05-16T21:56:39.965845,7
2022-05-16T21:56:50.467754,7
2022-05-16T21:57:00.859269,7
2022-05-16T21:57:11.348411,7
2022-05-16T21:57:21.855610,7
2022-05-16T21:57:32.288927,7
2022-05-16T21:57:42.892640,7
2022-05-16T21:57:53.403676,7
2022-05-16T21:58:03.865455,7
2022-05-16T21:58:14.335720,7
2022-05-16T21:58:24.822807,7
2022-05-16T21:58:35.311899,7
2022-05-16T21:58:45.804771,7
2022-05-16T21:58:56.258723,7
2022-05-16T21:59:06.681333,7
2022-05-16T21:59:19.025835,7
2022-05-16T21:59:29.518453,7
2022-05-16T21:59:40.039061,7
2022-05-16T21:59:50.548423,7
2022-05-16T22:00:01.011368,7
2022-05-16T22:00:11.508813,7
2022-05-16T22:00:22.011767,7
2022-05-16T22:00:32.520867,7
2022-05-16T22:00:42.994289,7
2022-05-16T22:00:53.499611,7
2022-05-16T22:01:03.973373,7
2022-05-16T22:01:14.544507,7
2022-05-16T22:01:25.023780,7
2022-05-16T22:01:35.483897,7
2022-05-16T22:01:45.963691,7
2022-05-16T22:01:56.405887,7
2022-05-16T22:02:06.880516,7
2022-05-16T22:02:17.375744,7
2022-05-16T22:02:27.888060,7
2022-05-16T22:02:38.422269,7
2022-05-16T22:02:48.896126,7
2022-05-16T22:02:59.392764,7
2022-05-16T22:03:09.904227,7
2022-05-16T22:03:20.369881,7
2022-05-16T22:03:31.587132,7
2022-05-16T22:03:42.067830,7
2022-05-16T22:03:52.550902,7
2022-05-16T22:04:03.050611,7
2022-05-16T22:04:13.539568,7
2022-05-16T22:04:24.030307,7
2022-05-16T22:04:34.514804,7
2022-05-16T22:04:44.935997,7
2022-05-16T22:04:55.390492,7
2022-05-16T22:05:05.866515,7
2022-05-16T22:05:16.332825,7
2022-05-16T22:05:26.825166,7
2022-05-16T22:05:37.304809,7
2022-05-16T22:05:47.808329,7
2022-05-16T22:05:58.272259,7
2022-05-16T22:06:08.771967,7
2022-05-16T22:06:19.239942,7
2022-05-16T22:06:29.730218,7
2022-05-16T22:06:40.180282,7
2022-05-16T22:06:51.148280,7
2022-05-16T22:07:02.202012,7
2022-05-16T22:07:12.701750,7
2022-05-16T22:07:23.200507,7
2022-05-16T22:07:33.707003,7
2022-05-16T22:07:44.155070,7
2022-05-16T22:07:54.615473,7
2022-05-16T22:08:05.075397,7
2022-05-16T22:08:15.517760,7
2022-05-16T22:08:26.038774,7
2022-05-16T22:08:36.488035,7
2022-05-16T22:08:46.951258,7
2022-05-16T22:08:57.451463,7
2022-05-16T22:09:07.912800,7
2022-05-16T22:09:18.967899,7
2022-05-16T22:09:29.450596,7
2022-05-16T22:09:39.950325,7
2022-05-16T22:09:50.362197,7
2022-05-16T22:10:00.848573,7
2022-05-16T22:10:11.303422,7
2022-05-16T22:10:21.767561,7
2022-05-16T22:10:32.234234,7
2022-05-16T22:10:42.650104,7
2022-05-16T22:10:53.146018,7
2022-05-16T22:11:03.642694,7
2022-05-16T22:11:14.154205,7
2022-05-16T22:11:24.644317,7
2022-05-16T22:11:35.117383,7
2022-05-16T22:11:45.567518,7
2022-05-16T22:11:56.053859,7
2022-05-16T22:12:06.528913,7
2022-05-16T22:12:17.012971,7
2022-05-16T22:12:27.489935,7
2022-05-16T22:12:37.954938,7
2022-05-16T22:12:48.361351,7
2022-05-16T22:12:58.858829,7
2022-05-16T22:13:09.293294,7
2022-05-16T22:13:19.690096,7
2022-05-16T22:13:30.138723,7
2022-05-16T22:13:40.634949,7
2022-05-16T22:13:51.011384,7
2022-05-16T22:14:01.474302,7
2022-05-16T22:14:11.949617,7
2022-05-16T22:14:22.387397,7
2022-05-16T22:14:32.806532,7
2022-05-16T22:14:43.400972,7
2022-05-16T22:14:53.800860,7
2022-05-16T22:15:04.192550,7
2022-05-16T22:15:14.701966,7
2022-05-16T22:15:25.097068,7
2022-05-16T22:15:35.595145,7
2022-05-16T22:15:46.480672,7
2022-05-16T22:15:56.967077,7
2022-05-16T22:16:07.432140,7
2022-05-16T22:16:17.939113,7
2022-05-16T22:16:28.400807,7
2022-05-16T22:16:38.918968,7
2022-05-16T22:16:49.417146,7
2022-05-16T22:16:59.794351,7
2022-05-16T22:17:10.228554,7
2022-05-16T22:17:20.571976,7
2022-05-16T22:17:31.070565,7
2022-05-16T22:17:41.589518,7
2022-05-16T22:17:52.108622,7
2022-05-16T22:18:02.555167,7
2022-05-16T22:18:12.993787,7
2022-05-16T22:18:23.394675,7
2022-05-16T22:18:34.439136,7
2022-05-16T22:18:44.952888,7
2022-05-16T22:18:55.335422,7
2022-05-16T22:19:05.712515,7
2022-05-16T22:19:16.128314,7
2022-05-16T22:19:26.588530,7
2022-05-16T22:19:37.060518,7
2022-05-16T22:19:47.546223,7
2022-05-16T22:19:58.026064,7
2022-05-16T22:20:08.460699,7
2022-05-16T22:20:18.945632,7
2022-05-16T22:20:29.403442,7
2022-05-16T22:20:39.831555,7
2022-05-16T22:20:50.308097,7
2022-05-16T22:21:00.716275,7
2022-05-16T22:21:11.192000,7
2022-05-16T22:21:21.662581,7
2022-05-16T22:21:32.080608,7
2022-05-16T22:21:42.568764,7
2022-05-16T22:21:53.036038,7
2022-05-16T22:22:03.540561,7
2022-05-16T22:22:14.024224,7
2022-05-16T22:22:24.485698,7
2022-05-16T22:22:34.990121,7
2022-05-16T22:22:45.493500,7
2022-05-16T22:22:55.975037,7
2022-05-16T22:23:06.442479,7
2022-05-16T22:23:16.948594,7
2022-05-16T22:23:27.421457,7
2022-05-16T22:23:37.988924,7
2022-05-16T22:23:48.464115,7
2022-05-16T22:23:58.952244,7
2022-05-16T22:24:09.462539,7
2022-05-16T22:24:19.905693,7
2022-05-16T22:24:30.299720,7
2022-05-16T22:24:40.749301,7
2022-05-16T22:24:51.180875,7
2022-05-16T22:25:01.607237,7
2022-05-16T22:25:11.976022,7
2022-05-16T22:25:23.271177,7
2022-05-16T22:25:33.749940,7
2022-05-16T22:25:44.222228,7
2022-05-16T22:25:54.710906,7
2022-05-16T22:26:05.135968,7
2022-05-16T22:26:15.565920,7
2022-05-16T22:26:26.073972,7
2022-05-16T22:26:36.573442,7
2022-05-16T22:26:47.064561,7
2022-05-16T22:26:57.542018,7
2022-05-16T22:27:08.042531,7
2022-05-16T22:27:19.058030,7
2022-05-16T22:27:29.529165,7
2022-05-16T22:27:40.009353,7
2022-05-16T22:27:50.537494,7
2022-05-16T22:28:00.993086,7
2022-05-16T22:28:11.467920,7
2022-05-16T22:28:21.937115,7
2022-05-16T22:28:32.446583,7
2022-05-16T22:28:42.934833,7
2022-05-16T22:28:53.420829,7
2022-05-16T22:29:03.875632,7
2022-05-16T22:29:14.329968,7
2022-05-16T22:29:24.799997,7
2022-05-16T22:29:35.267843,7
2022-05-16T22:29:45.760523,7
2022-05-16T22:29:56.231689,7
2022-05-16T22:30:06.719884,7
2022-05-16T22:30:17.211168,7
2022-05-16T22:30:27.724013,7
2022-05-16T22:30:38.174929,7
2022-05-16T22:30:48.678793,7
2022-05-16T22:30:59.206938,7
2022-05-16T22:31:09.652649,7
2022-05-16T22:31:20.092408,7
2022-05-16T22:31:30.529497,7
2022-05-16T22:31:40.987712,7
2022-05-16T22:31:51.488952,7
2022-05-16T22:32:01.998629,7
2022-05-16T22:32:12.521351,7
2022-05-16T22:32:23.007524,7
2022-05-16T22:32:33.503696,7
2022-05-16T22:32:43.968299,7
2022-05-16T22:32:54.422203,7
2022-05-16T22:33:04.892398,7
2022-05-16T22:33:15.367667,7
2022-05-16T22:33:25.858389,7
2022-05-16T22:33:36.305620,7
2022-05-16T22:33:46.790774,7
2022-05-16T22:33:57.295968,7
2022-05-16T22:34:07.757290,7
2022-05-16T22:34:18.291610,7
2022-05-16T22:34:28.714573,7
2022-05-16T22:34:39.195217,7
2022-05-16T22:34:49.671285,7
2022-05-16T22:35:00.191979,7
2022-05-16T22:35:10.638618,7
2022-05-16T22:35:21.133993,7
2022-05-16T22:35:31.622990,7
2022-05-16T22:35:42.015066,7
2022-05-16T22:35:52.485965,7
2022-05-16T22:36:02.860884,7
2022-05-16T22:36:13.308412,7
2022-05-16T22:36:23.767400,7
2022-05-16T22:36:34.244005,7
2022-05-16T22:36:44.638391,7
2022-05-16T22:36:55.018184,7
2022-05-16T22:37:05.481697,7
2022-05-16T22:37:15.941851,7
2022-05-16T22:37:26.329535,7
2022-05-16T22:37:36.669362,7
2022-05-16T22:37:47.161564,7
2022-05-16T22:37:57.609768,7
2022-05-16T22:38:08.102609,7
2022-05-16T22:38:21.600012,7
2022-05-16T22:38:32.091284,7
2022-05-16T22:38:42.666276,7
2022-05-16T22:38:53.159457,7
2022-05-16T22:39:03.631596,7
2022-05-16T22:39:14.079190,7
2022-05-16T22:39:24.496384,7
2022-05-16T22:39:35.006921,7
2022-05-16T22:39:45.467119,7
2022-05-16T22:39:55.924422,7
2022-05-16T22:40:06.418163,7
2022-05-16T22:40:16.901380,7
2022-05-16T22:40:27.349630,7
2022-05-16T22:40:37.812831,7
2022-05-16T22:40:48.265002,7
2022-05-16T22:40:58.738885,7
2022-05-16T22:41:09.184806,7
2022-05-16T22:41:19.979144,7
2022-05-16T22:41:31.055968,7
2022-05-16T22:41:41.564721,7
2022-05-16T22:41:51.962727,7
2022-05-16T22:42:02.435103,7
2022-05-16T22:42:12.862365,7
2022-05-16T22:42:23.324451,7
2022-05-16T22:42:33.808753,7
2022-05-16T22:42:44.300069,7
2022-05-16T22:42:54.655678,7
2022-05-16T22:43:05.086999,7
2022-05-16T22:43:15.558092,7
2022-05-16T22:43:25.949940,7
2022-05-16T22:43:36.262746,7
2022-05-16T22:43:46.773780,7
2022-05-16T22:43:57.191419,7
2022-05-16T22:44:07.649468,7
2022-05-16T22:44:18.140245,7
2022-05-16T22:44:28.505189,7
2022-05-16T22:44:38.978196,7
2022-05-16T22:44:49.424200,7
2022-05-16T22:44:59.951836,7
2022-05-16T22:45:10.394065,7
2022-05-16T22:45:20.869668,7
2022-05-16T22:45:31.229379,7
2022-05-16T22:45:41.730214,7
2022-05-16T22:45:52.193208,7
2022-05-16T22:46:02.633493,7
2022-05-16T22:46:13.065290,7
2022-05-16T22:46:23.556412,7
2022-05-16T22:46:34.029737,7
2022-05-16T22:46:44.498000,7
2022-05-16T22:46:54.914249,7
2022-05-16T22:47:05.379340,7
2022-05-16T22:47:15.831660,7
2022-05-16T22:47:26.077539,7
2022-05-16T22:47:36.517593,7
2022-05-16T22:47:46.928178,7
2022-05-16T22:47:57.387974,7
2022-05-16T22:48:07.821856,7
2022-05-16T22:48:18.302012,7
2022-05-16T22:48:28.725613,7
2022-05-16T22:48:39.204458,7
2022-05-16T22:48:49.700269,7
2022-05-16T22:49:00.062191,7
2022-05-16T22:49:10.513557,7
2022-05-16T22:49:20.998596,7
2022-05-16T22:49:31.477105,7
2022-05-16T22:49:41.806824,7
2022-05-16T22:49:52.120143,7
2022-05-16T22:50:02.610217,7
2022-05-16T22:50:13.120723,7
2022-05-16T22:50:23.569028,7
2022-05-16T22:50:34.056500,7
2022-05-16T22:50:44.491881,7
2022-05-16T22:50:54.915628,7
2022-05-16T22:51:05.368066,7
2022-05-16T22:51:15.764523,7
2022-05-16T22:51:26.235281,7
2022-05-16T22:51:36.721401,7
